"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.003751862E0,2.437500060E-1,1.111875057E1,-3.521250153E1,3.692704012E1
6.023750498E0,1.312500089E-1,1.095000076E1,-3.519375229E1,3.685810553E1
6.043745391E0,1.500000060E-1,1.111875057E1,-3.551250076E1,3.721272396E1
6.063748774E0,-5.625000224E-2,1.100625038E1,-3.562500000E1,3.728647659E1
6.083747484E0,2.250000089E-1,1.104375076E1,-3.541875076E1,3.710125283E1
6.103753662E0,3.750000149E-2,1.102500057E1,-3.551250076E1,3.718453649E1
6.123754539E0,2.250000089E-1,1.096875000E1,-3.551250076E1,3.716855946E1
6.143751147E0,-1.312500089E-1,1.123125076E1,-3.551250076E1,3.724642172E1
6.163755466E0,1.500000060E-1,1.111875057E1,-3.583125305E1,3.751703359E1
6.183753006E0,1.312500089E-1,1.095000076E1,-3.530625153E1,3.696553990E1
6.203759000E0,1.500000060E-1,1.119375038E1,-3.541875076E1,3.714579994E1
6.223759378E0,0.000000000E0,1.076250076E1,-3.508125305E1,3.669503697E1
6.243755637E0,9.375000000E-2,1.078125000E1,-3.551250076E1,3.711309541E1
6.263748410E0,1.312500089E-1,1.102500057E1,-3.530625153E1,3.698782585E1
6.283751113E0,7.500000298E-2,1.125000000E1,-3.530625153E1,3.705535753E1
6.303749311E0,1.125000045E-1,1.087500000E1,-3.562500000E1,3.724807252E1
6.323743832E0,2.437500060E-1,1.111875057E1,-3.541875076E1,3.712376508E1
6.343747102E0,3.750000149E-2,1.100625038E1,-3.540000153E1,3.707153978E1
6.363745773E0,1.125000045E-1,1.087500000E1,-3.562500000E1,3.724807252E1
6.383752020E0,1.500000060E-1,1.110000038E1,-3.530625153E1,3.701032160E1
6.403752841E0,1.312500089E-1,1.104375076E1,-3.571875000E1,3.738730746E1
6.423749411E0,-1.687500030E-1,1.091250038E1,-3.581250000E1,3.743856698E1
6.443753906E0,0.000000000E0,1.076250076E1,-3.519375229E1,3.680260348E1
