"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.113720292E0,-1.970634460E-1,1.202807617E1,-3.584649658E1,3.781117252E1
1.123683292E0,-1.923789978E-1,1.205941772E1,-3.586053467E1,3.783443553E1
1.133645292E0,-1.554946899E-1,1.207392883E1,-3.582025146E1,3.780071892E1
1.143608292E0,-2.070846558E-1,1.205828857E1,-3.604016113E1,3.800445266E1
1.153570292E0,-1.648864746E-1,1.210644531E1,-3.604699707E1,3.802603323E1
1.163533292E0,-2.099227905E-1,1.208197021E1,-3.590411377E1,3.788302334E1
1.173495292E0,-1.480751038E-1,1.205447388E1,-3.578582764E1,3.776185544E1
1.183458292E0,-2.159576416E-1,1.202200317E1,-3.576751709E1,3.773447332E1
1.193420292E0,-1.903572083E-1,1.207557678E1,-3.588970947E1,3.786722906E1
1.203383292E0,-2.653350830E-1,1.210964966E1,-3.589208984E1,3.788081481E1
1.213345292E0,-2.758560181E-1,1.214222717E1,-3.579858398E1,3.780275641E1
1.223307292E0,-5.497360229E-2,1.212527466E1,-3.585552979E1,3.785028829E1
1.233270292E0,3.564071655E-2,1.199868774E1,-3.585540771E1,3.780978762E1
1.243232292E0,3.564071655E-2,1.199868774E1,-3.585540771E1,3.780978762E1
1.253195292E0,-2.217864990E-2,1.206275940E1,-3.573236084E1,3.771355549E1
1.263157458E0,-1.103858948E-1,1.198544312E1,-3.564544678E1,3.760666042E1
1.273120458E0,-1.753349304E-1,1.203424072E1,-3.586694336E1,3.783241095E1
1.283082458E0,-1.257362366E-1,1.197775269E1,-3.566174316E1,3.761970620E1
1.293045458E0,-3.157386780E-1,1.209333801E1,-3.565924072E1,3.765541082E1
1.303007458E0,-2.666511536E-1,1.211859131E1,-3.599768066E1,3.798373825E1
1.312970458E0,-1.543922424E-1,1.190977478E1,-3.584802246E1,3.777495581E1
1.322932458E0,-1.323852539E-1,1.199658203E1,-3.593139648E1,3.788140388E1
1.332895458E0,-1.160240173E-1,1.193778992E1,-3.593609619E1,3.786723253E1
1.342857458E0,-1.993064880E-1,1.192031860E1,-3.579254150E1,3.772584984E1
1.352820458E0,-7.548141479E-2,1.187707520E1,-3.584997559E1,3.776627281E1
1.362782458E0,-1.681632996E-1,1.190283203E1,-3.562969971E1,3.756569167E1
1.372745458E0,-2.476501465E-2,1.205671692E1,-3.575732422E1,3.773527887E1
1.382707458E0,-5.006027222E-2,1.194995117E1,-3.558435059E1,3.753731271E1
1.392670458E0,1.290893555E-2,1.201394653E1,-3.585418701E1,3.781346062E1
1.402632458E0,-1.097335815E-1,1.196199036E1,-3.572137451E1,3.767118065E1
1.412594458E0,-1.926269531E-1,1.200036621E1,-3.557061768E1,3.754084091E1
1.422557458E0,-2.750892639E-1,1.199078369E1,-3.577044678E1,3.772770110E1
1.432519458E0,-2.760162354E-1,1.199421692E1,-3.588281250E1,3.783534931E1
1.442482458E0,-2.174530029E-1,1.205032349E1,-3.585882568E1,3.783005368E1
1.452444458E0,-2.801246643E-1,1.212214661E1,-3.582049561E1,3.781709684E1
1.462407458E0,-2.246818542E-1,1.211137390E1,-3.577899170E1,3.777396070E1
