"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.916586177E0,-9.483750153E1,1.431000061E2,-2.022187653E2,2.652624973E2
2.936585062E0,-9.440625000E1,1.442437592E2,-1.999500122E2,2.640053209E2
2.956591386E0,-9.526875305E1,1.436250000E2,-2.030625153E2,2.663431265E2
2.976592691E0,-9.433125305E1,1.441125031E2,-2.008875122E2,2.646178214E2
2.996589394E0,-9.536250305E1,1.437000122E2,-2.035875092E2,2.668174926E2
3.016593758E0,-9.463125610E1,1.439812622E2,-2.007750092E2,2.645681062E2
3.036593132E0,-9.536250305E1,1.437375031E2,-2.046187592E2,2.676253227E2
3.056588424E0,-9.399375153E1,1.444687500E2,-1.998562622E2,2.639101563E2
3.076592127E0,-9.553125000E1,1.438875122E2,-2.050500031E2,2.680957658E2
3.096590807E0,-9.442500305E1,1.439812622E2,-1.998375092E2,2.637834626E2
3.116586003E0,-9.562500000E1,1.440562592E2,-2.057812653E2,2.687792320E2
3.136589254E0,-9.412500000E1,1.441125031E2,-1.995375061E2,2.635206738E2
3.156587910E0,-9.564375305E1,1.445062561E2,-2.049562531E2,2.683968167E2
3.176582818E0,-9.421875000E1,1.440937500E2,-1.992187653E2,2.633026739E2
3.196586193E0,-9.573750305E1,1.446750031E2,-2.056875153E2,2.690796907E2
3.216584772E0,-9.425625610E1,1.438312531E2,-1.991062622E2,2.630873901E2
3.236591065E0,-9.573750305E1,1.446750031E2,-2.055750122E2,2.689937019E2
3.256591841E0,-9.406875610E1,1.437750092E2,-1.986937561E2,2.626773550E2
3.276588128E0,-9.592500305E1,1.447312622E2,-2.057812653E2,2.692483493E2
3.296592537E0,-9.397500610E1,1.437375031E2,-1.970250092E2,2.613630153E2
3.316591861E0,-9.600000000E1,1.446750031E2,-2.044125061E2,2.682001662E2
3.336587171E0,-9.397500610E1,1.435687561E2,-1.967062531E2,2.610299590E2
3.356591050E0,-9.585000610E1,1.451812592E2,-2.043375092E2,2.683628874E2
3.376589926E0,-9.391875458E1,1.432312622E2,-1.958437653E2,2.601743787E2
3.396584594E0,-9.615000153E1,1.450500031E2,-2.042062531E2,2.682993104E2
3.416587833E0,-9.395625305E1,1.429875031E2,-1.957500153E2,2.599832148E2
3.436584927E0,-9.618750763E1,1.448250122E2,-2.046187592E2,2.685054141E2
3.456591596E0,-9.378750610E1,1.427625122E2,-1.955250092E2,2.596290823E2
3.476592696E0,-9.598125458E1,1.449375000E2,-2.045250092E2,2.684208627E2
3.496589345E0,-9.352500153E1,1.425562592E2,-1.952250061E2,2.591949381E2
3.516593741E0,-9.622500610E1,1.452000122E2,-2.042062531E2,2.684073194E2
3.536593454E0,-9.371250153E1,1.425000000E2,-1.946812592E2,2.588224789E2
3.556588885E0,-9.586875153E1,1.450125122E2,-2.043187561E2,2.682640496E2
3.576592499E0,-9.358125305E1,1.420312500E2,-1.945687561E2,2.584324433E2
3.596591440E0,-9.654375458E1,1.449750061E2,-2.037750092E2,2.680721979E2
3.616586365E0,-9.281250000E1,1.412437592E2,-1.936312561E2,2.570156085E2
3.636589733E0,-9.624375153E1,1.450312500E2,-2.037937622E2,2.680089937E2
3.656588334E0,-9.298125458E1,1.413937531E2,-1.939500122E2,2.573991343E2
3.676583119E0,-9.607500458E1,1.447875061E2,-2.031562653E2,2.673318098E2
3.696586293E0,-9.313125610E1,1.410562592E2,-1.942500153E2,2.574944029E2
3.716584822E0,-9.590625000E1,1.445625000E2,-2.028375092E2,2.669070631E2
3.736591393E0,-9.331875610E1,1.417500000E2,-1.944750061E2,2.581123413E2
3.756592158E0,-9.594375610E1,1.443187561E2,-2.024250031E2,2.664751200E2
3.776588572E0,-9.343125153E1,1.416937561E2,-1.957312622E2,2.590699641E2
3.796592747E0,-9.575625610E1,1.443375092E2,-2.024250031E2,2.664178278E2
3.816592059E0,-9.373125458E1,1.416562500E2,-1.961437531E2,2.594694840E2
3.836587332E0,-9.573750305E1,1.444125061E2,-2.020125122E2,2.661384912E2
3.856590685E0,-9.361875153E1,1.417687531E2,-1.964625092E2,2.597313371E2
3.876589482E0,-9.568125153E1,1.440000000E2,-2.014687653E2,2.654817607E2
3.896584538E0,-9.390000153E1,1.419000092E2,-1.972875061E2,2.605286605E2
3.916587685E0,-9.549375153E1,1.439437561E2,-2.014875031E2,2.653979566E2
3.936586297E0,-9.399375153E1,1.419750061E2,-1.976062622E2,2.608447096E2
3.956592493E0,-9.519375610E1,1.441687622E2,-2.021250153E2,2.658966058E2
3.976592915E0,-9.412500000E1,1.424812622E2,-1.993875122E2,2.625182008E2
3.996589564E0,-9.519375610E1,1.441687622E2,-2.019187622E2,2.657398535E2
4.016593950E0,-9.433125305E1,1.424812622E2,-2.000250092E2,2.630766042E2
4.036593200E0,-9.498750305E1,1.441875000E2,-2.013000031E2,2.652062445E2
4.056588446E0,-9.438750458E1,1.427812500E2,-2.000250092E2,2.632593601E2
4.076592082E0,-9.496875000E1,1.444500122E2,-2.017125092E2,2.656554269E2
4.096590754E0,-9.431250000E1,1.426687622E2,-2.010750122E2,2.639704224E2
4.116585831E0,-9.491250610E1,1.440375061E2,-2.011875153E2,2.650124587E2
4.136589084E0,-9.457500458E1,1.428562622E2,-2.008500061E2,2.639944471E2
4.156587640E0,-9.470625305E1,1.441312561E2,-2.007750092E2,2.646765907E2
4.176582501E0,-9.474375153E1,1.431000061E2,-2.013750153E2,2.645862562E2
4.196585957E0,-9.442500305E1,1.440937500E2,-2.007937622E2,2.645698867E2
4.216584602E0,-9.485625458E1,1.430250092E2,-2.027437592E2,2.656292419E2
4.236590556E0,-9.433125305E1,1.441125031E2,-2.006812592E2,2.644612762E2
4.256591715E0,-9.498750305E1,1.435875092E2,-2.028562622E2,2.660651455E2
4.276587911E0,-9.431250000E1,1.442625122E2,-1.999500122E2,2.639820590E2
4.296592068E0,-9.534375000E1,1.436812592E2,-2.024250031E2,2.659146795E2
4.316591280E0,-9.431250000E1,1.441312561E2,-1.986937561E2,2.629598360E2
4.336586713E0,-9.526875305E1,1.435312500E2,-2.028375092E2,2.661210442E2
4.356590278E0,-9.435000610E1,1.437937622E2,-1.979437561E2,2.622218532E2
4.376589159E0,-9.515625000E1,1.438125000E2,-2.030625153E2,2.664040769E2
4.396584157E0,-9.393750000E1,1.440187531E2,-1.979625092E2,2.622113845E2
4.416587577E0,-9.543750000E1,1.437750092E2,-2.033625031E2,2.667130992E2
4.436586390E0,-9.414375305E1,1.438875122E2,-1.973250122E2,2.617323496E2
4.456590726E0,-9.551250458E1,1.439062500E2,-2.029500122E2,2.664964442E2
4.476591837E0,-9.436875153E1,1.435312500E2,-1.976250153E2,2.618440903E2
4.496588626E0,-9.575625610E1,1.442812500E2,-2.035875092E2,2.672717972E2
4.516593093E0,-9.401250458E1,1.440375061E2,-1.963875122E2,2.610616960E2
4.536592550E0,-9.583125305E1,1.445250092E2,-2.034750061E2,2.673446941E2
4.556588047E0,-9.384375000E1,1.439062500E2,-1.967062531E2,2.611685437E2
4.576591755E0,-9.573750305E1,1.444687500E2,-2.043187561E2,2.679235774E2
4.596590511E0,-9.380625153E1,1.435125122E2,-1.963875122E2,2.606981184E2
4.616585532E0,-9.564375305E1,1.443750000E2,-2.031562653E2,2.669538092E2
4.636588867E0,-9.423750305E1,1.429875031E2,-1.946812592E2,2.592815568E2
4.656587475E0,-9.583125305E1,1.444125061E2,-2.026312561E2,2.666421327E2
4.676593771E0,-9.386250305E1,1.428937531E2,-1.947000122E2,2.591078712E2
4.696594656E0,-9.579375458E1,1.447687531E2,-2.034750061E2,2.674631066E2
4.716590807E0,-9.384375000E1,1.431562500E2,-1.957500153E2,2.600354395E2
4.736595215E0,-9.609375763E1,1.447125092E2,-2.031562653E2,2.672979399E2
4.756594531E0,-9.369375610E1,1.426500092E2,-1.936500092E2,2.581237515E2
4.776589872E0,-9.579375458E1,1.447312622E2,-2.022187653E2,2.664882937E2
4.796593249E0,-9.356250000E1,1.429875031E2,-1.937625122E2,2.583472055E2
4.816591842E0,-9.613125610E1,1.443562622E2,-2.021062622E2,2.663210282E2
4.836586740E0,-9.365625000E1,1.420500031E2,-1.926937561E2,2.570614327E2
4.856590101E0,-9.545625305E1,1.441125031E2,-1.981312561E2,2.629378338E2
4.876588643E0,-9.367500305E1,1.418437500E2,-1.906875000E2,2.554532800E2
4.896583368E0,-9.545625305E1,1.441125031E2,-1.984500122E2,2.631781091E2
4.916586845E0,-9.352500153E1,1.423875122E2,-1.922812653E2,2.568914450E2
4.936585784E0,-9.596250153E1,1.448625031E2,-2.018062592E2,2.663075529E2
4.956591907E0,-9.354375458E1,1.423687592E2,-1.944750061E2,2.585339931E2
4.976591227E0,-9.573750305E1,1.443000031E2,-2.008500061E2,2.651959376E2
4.996588036E0,-9.326250458E1,1.421625061E2,-1.913437500E2,2.559697317E2
5.016592763E0,-9.568125153E1,1.439250031E2,-1.984312592E2,2.631430657E2
5.036592348E0,-9.262500000E1,1.410562592E2,-1.919625092E2,2.555892482E2
5.056587937E0,-9.551250458E1,1.437562561E2,-2.001187592E2,2.642650515E2
5.076591939E0,-9.305625153E1,1.414125061E2,-1.920562592E2,2.560128308E2
5.096590791E0,-9.541875458E1,1.436250000E2,-1.981125031E2,2.626431861E2
5.116585865E0,-9.300000000E1,1.410937500E2,-1.919437561E2,2.557319921E2
5.136589134E0,-9.530625153E1,1.438125000E2,-1.983375092E2,2.628746551E2
5.156587780E0,-9.324375153E1,1.415625000E2,-1.932187653E2,2.570366313E2
5.176593988E0,-9.536250305E1,1.441875000E2,-2.003437653E2,2.646160736E2
5.196594726E0,-9.373125458E1,1.416375122E2,-1.955062561E2,2.589776614E2
5.216590968E0,-9.528750610E1,1.441312561E2,-2.006625061E2,2.647998662E2
5.236595277E0,-9.373125458E1,1.416375122E2,-1.953000031E2,2.588219932E2
5.256594507E0,-9.523125458E1,1.437937622E2,-2.000250092E2,2.641129345E2
5.276589822E0,-9.397500610E1,1.420125122E2,-1.958250122E2,2.595116390E2
5.296593315E0,-9.478125000E1,1.441500092E2,-1.989937592E2,2.633651964E2
5.316591903E0,-9.360000610E1,1.418812561E2,-1.950937653E2,2.587524478E2
5.336587016E0,-9.455625153E1,1.436812592E2,-1.978312531E2,2.621495635E2
5.356590314E0,-9.360000610E1,1.419750061E2,-1.953000031E2,2.589593688E2
5.376588684E0,-9.474375153E1,1.437187500E2,-1.976250153E2,2.620822470E2
5.396583800E0,-9.416250610E1,1.420875092E2,-1.968750153E2,2.604135355E2
5.416587163E0,-9.446250153E1,1.437187500E2,-1.987875061E2,2.628587375E2
5.436585743E0,-9.414375305E1,1.422937622E2,-1.980187531E2,2.613847501E2
5.456591949E0,-9.451875305E1,1.439437561E2,-1.983750153E2,2.626904001E2
5.476592815E0,-9.440625000E1,1.424812622E2,-1.980187531E2,2.615814915E2
5.496587917E0,-9.476250458E1,1.434937592E2,-1.983562622E2,2.625178050E2
5.516592782E0,-9.468750000E1,1.426312561E2,-1.988625031E2,2.624036833E2
5.536592313E0,-9.444375610E1,1.438687592E2,-1.986750031E2,2.628490056E2
5.556587755E0,-9.459375000E1,1.426687622E2,-1.997062531E2,2.630303039E2
5.576591643E0,-9.442500305E1,1.439625092E2,-1.986937561E2,2.629077670E2
5.596590313E0,-9.496875000E1,1.427812500E2,-2.000062561E2,2.634540782E2
5.616585596E0,-9.435000610E1,1.437937622E2,-1.982625122E2,2.624625563E2
5.636588873E0,-9.519375610E1,1.432687531E2,-2.011687622E2,2.646821824E2
5.656587684E0,-9.425625610E1,1.438125000E2,-1.984687653E2,2.625949881E2
5.676593851E0,-9.498750305E1,1.433812561E2,-2.013750153E2,2.648258052E2
5.696594623E0,-9.386250305E1,1.438687592E2,-1.982812653E2,2.623429997E2
5.716590988E0,-9.517500305E1,1.435312500E2,-2.020125122E2,2.654591419E2
5.736595189E0,-9.412500000E1,1.440562592E2,-1.977562561E2,2.621435833E2
5.756594453E0,-9.555000305E1,1.435500031E2,-2.017875061E2,2.654328617E2
5.776589681E0,-9.421875000E1,1.439437561E2,-1.971187592E2,2.616348275E2
5.796593185E0,-9.553125000E1,1.438125000E2,-2.025187531E2,2.661242195E2
5.816591907E0,-9.435000610E1,1.437750092E2,-1.972125092E2,2.616599906E2
5.836586791E0,-9.541875458E1,1.439250031E2,-2.028562622E2,2.664015922E2
5.856589999E0,-9.395625305E1,1.438312531E2,-1.969125061E2,2.613230604E2
5.876588701E0,-9.577500153E1,1.442062531E2,-2.034750061E2,2.671523394E2
5.896583414E0,-9.384375000E1,1.439437561E2,-1.976625061E2,2.619101385E2
5.916586792E0,-9.566250610E1,1.443187561E2,-2.039062653E2,2.675013709E2
5.936585460E0,-9.425625610E1,1.437000122E2,-1.972125092E2,2.615849940E2
5.956591936E0,-9.575625610E1,1.443000031E2,-2.036812592E2,2.673533370E2
5.976592985E0,-9.405000305E1,1.439250031E2,-1.978500061E2,2.621153076E2
5.996587658E0,-9.571875000E1,1.446375122E2,-2.042250061E2,2.679364517E2
6.016592309E0,-9.421875000E1,1.433250122E2,-1.982625122E2,2.621588368E2
6.036591724E0,-9.601875305E1,1.446187592E2,-2.055750122E2,2.690636952E2
6.056587523E0,-9.390000153E1,1.436250000E2,-1.980562592E2,2.620527289E2
6.076591299E0,-9.598125458E1,1.450312500E2,-2.054812622E2,2.692006943E2
