"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
5.535906242E0,-9.061875153E1,1.488937531E2,-2.283000031E2,2.872316125E2
5.555910664E0,-8.148750305E1,1.413187561E2,-1.977937622E2,2.563856009E2
5.575909972E0,-9.052500153E1,1.489312592E2,-2.287125092E2,2.875494874E2
5.595905425E0,-8.161875153E1,1.409812622E2,-1.977750092E2,2.562270305E2
5.615908871E0,-9.069375610E1,1.492312622E2,-2.287312622E2,2.877730309E2
5.635907507E0,-8.160000610E1,1.411687622E2,-1.988250122E2,2.571353066E2
5.655902427E0,-9.060000610E1,1.492500000E2,-2.289375153E2,2.879171921E2
5.675905603E0,-8.160000610E1,1.412437592E2,-1.986187592E2,2.570170656E2
5.695904116E0,-9.078750610E1,1.492312622E2,-2.292375031E2,2.882050896E2
5.715899113E0,-8.216250610E1,1.405312500E2,-1.993312531E2,2.573570634E2
5.735902366E0,-9.086250305E1,1.493812561E2,-2.296687622E2,2.886494318E2
5.755901202E0,-8.210625458E1,1.409625092E2,-1.998562622E2,2.579813783E2
5.775907528E0,-9.114375305E1,1.494937592E2,-2.296500092E2,2.887813956E2
5.795908350E0,-8.184375000E1,1.408500061E2,-2.000812531E2,2.580109134E2
5.815904690E0,-9.082500458E1,1.497187500E2,-2.295750122E2,2.887378946E2
5.835909108E0,-8.199375153E1,1.411875000E2,-2.014500122E2,2.593048261E2
5.855908335E0,-9.103125000E1,1.494937592E2,-2.289187622E2,2.881646616E2
5.875903864E0,-8.259375000E1,1.410187531E2,-2.016187592E2,2.595344684E2
5.895906171E0,-9.065625000E1,1.493625031E2,-2.276812592E2,2.869955901E2
5.915905285E0,-8.250000000E1,1.410000000E2,-2.009062653E2,2.589412625E2
5.935900500E0,-9.056250000E1,1.494562531E2,-2.276812592E2,2.870147971E2
5.955904100E0,-8.291250610E1,1.408125000E2,-2.019187622E2,2.597572527E2
5.975902952E0,-9.078750610E1,1.491000061E2,-2.276625061E2,2.868856911E2
5.995909248E0,-8.325000000E1,1.413000031E2,-2.043375092E2,2.620115856E2
6.015909930E0,-9.060000610E1,1.500000000E2,-2.300062561E2,2.891560806E2
